sample,norm
1000,5.477225575051661
2000,4.795831523312719
3000,3.0
4000,3.1622776601683795
5000,2.8284271247461903
6000,2.8284271247461903
7000,2.0
8000,1.0
9000,3.1622776601683795
10000,1.7320508075688772
11000,3.3166247903554
12000,1.0
13000,3.0
14000,0.0
15000,3.0
16000,2.23606797749979
17000,2.0
18000,0.0
19000,1.4142135623730951
20000,2.449489742783178
21000,1.4142135623730951
22000,1.4142135623730951
23000,0.0
24000,0.0
25000,2.23606797749979
26000,0.0
27000,0.0
28000,1.4142135623730951
29000,1.7320508075688772
30000,0.0
31000,0.0
32000,1.7320508075688772
33000,1.4142135623730951
34000,1.4142135623730951
35000,0.0
36000,1.7320508075688772
37000,0.0
38000,0.0
39000,0.0
40000,0.0
41000,0.0
42000,0.0
43000,0.0
44000,0.0
45000,0.0
46000,0.0
47000,0.0
48000,0.0
49000,0.0
50000,0.0
51000,0.0
52000,0.0
53000,0.0
54000,0.0
55000,1.0
56000,0.0
57000,0.0
58000,0.0
59000,0.0
60000,0.0
61000,0.0
62000,0.0
63000,1.4142135623730951
64000,0.0
65000,1.7320508075688772
66000,1.7320508075688772
67000,0.0
68000,0.0
69000,0.0
70000,0.0
71000,0.0
72000,0.0
73000,0.0
74000,0.0
75000,0.0
76000,0.0
77000,0.0
78000,0.0
79000,0.0
80000,0.0
81000,0.0
82000,0.0
83000,0.0
84000,0.0
85000,1.4142135623730951
86000,0.0
87000,0.0
88000,0.0
89000,0.0
90000,0.0
91000,1.4142135623730951
92000,1.4142135623730951
93000,0.0
94000,0.0
95000,1.4142135623730951
96000,0.0
97000,0.0
98000,0.0
99000,0.0
100000,0.0
