sample,norm
1000,16.30950643030009
2000,14.7648230602334
3000,13.416407864998739
4000,12.288205727444508
5000,11.532562594670797
6000,10.392304845413264
7000,9.327379053088816
8000,8.18535277187245
9000,7.54983443527075
10000,8.12403840463596
11000,7.745966692414834
12000,7.937253933193772
13000,8.426149773176359
14000,7.615773105863909
15000,7.0710678118654755
16000,7.615773105863909
17000,6.4031242374328485
18000,5.291502622129181
19000,5.291502622129181
20000,7.745966692414834
21000,6.708203932499369
22000,5.196152422706632
23000,4.898979485566356
24000,4.0
25000,5.291502622129181
26000,3.7416573867739413
27000,5.656854249492381
28000,4.0
29000,4.242640687119285
30000,4.69041575982343
31000,4.795831523312719
32000,5.196152422706632
33000,4.795831523312719
34000,3.605551275463989
35000,4.795831523312719
36000,5.656854249492381
37000,4.358898943540674
38000,4.0
39000,2.23606797749979
40000,3.0
41000,3.7416573867739413
42000,4.58257569495584
43000,3.7416573867739413
44000,2.8284271247461903
45000,3.4641016151377544
46000,4.242640687119285
47000,4.358898943540674
48000,4.123105625617661
49000,3.605551275463989
50000,5.291502622129181
51000,4.0
52000,3.7416573867739413
53000,3.7416573867739413
54000,3.3166247903554
55000,2.6457513110645907
56000,2.23606797749979
57000,2.6457513110645907
58000,3.4641016151377544
59000,2.8284271247461903
60000,3.3166247903554
61000,4.0
62000,2.8284271247461903
63000,3.1622776601683795
64000,3.605551275463989
65000,4.47213595499958
66000,5.385164807134504
67000,3.605551275463989
68000,4.0
69000,3.1622776601683795
70000,3.0
71000,2.23606797749979
72000,2.6457513110645907
73000,2.0
74000,3.3166247903554
75000,2.449489742783178
76000,2.6457513110645907
77000,2.449489742783178
78000,1.7320508075688772
79000,2.6457513110645907
80000,1.7320508075688772
81000,4.47213595499958
82000,2.6457513110645907
83000,2.8284271247461903
84000,4.358898943540674
85000,4.58257569495584
86000,3.1622776601683795
87000,4.0
88000,2.0
89000,3.7416573867739413
90000,0.0
91000,2.0
92000,3.1622776601683795
93000,1.4142135623730951
94000,1.4142135623730951
95000,3.3166247903554
96000,1.0
97000,1.4142135623730951
98000,3.0
99000,1.7320508075688772
100000,1.4142135623730951
